,FIRE_ID,Fire Name,Acres,Date,Fire Type,LATITUDE,LONGITUDE,time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration
13499,WA4822612066620150629,WOLVERINE,66329.0,2015-06-29,Wildfire,48.129,-120.657,'2015-06-29',63,19.9,9.9,14.0,19.6,9.2,12.9,'2015-06-29T05:03','2015-06-29T21:08',22.71,8.3,8.3,0.0,7.0,9.7,54.0,289,3.98
13500,WA4822711941419940723,COLD SPRIN,1031.0,1994-07-23,Wildfire,48.227,-119.414,'1994-07-23',1,35.7,18.1,28.3,35.5,17.0,27.1,'1994-07-23T05:20','1994-07-23T20:47',25.44,0.0,0.0,0.0,0.0,12.2,31.7,207,6.64
13501,WA4823011870220140804,DEVILS ELBOW COMPLEX,25988.0,2014-08-04,Wildfire,48.267,-118.689,'2014-08-04',0,35.4,18.9,28.4,34.5,16.9,26.5,'2014-08-04T05:32','2014-08-04T20:28',27.8,0.0,0.0,0.0,0.0,9.0,25.2,316,6.66
13502,WA4823311954819890807,CAMERON LK,1897.0,1989-08-07,Wildfire,48.233,-119.548,'1989-08-07',1,32.1,14.6,25.2,30.9,12.9,23.2,'1989-08-07T05:40','1989-08-07T20:26',23.44,0.0,0.0,0.0,0.0,9.4,26.6,349,5.88
13503,WA4824211927119920625,RATTLESNAK,2711.0,1992-06-25,Wildfire,48.242,-119.271,'1992-06-25',1,33.0,15.9,25.8,34.1,15.7,25.8,'1992-06-25T04:56','1992-06-25T21:03',28.37,0.0,0.0,0.0,0.0,8.6,23.4,37,6.15
13504,WA4824811858220170809,BRIDGE CREEK,3930.0,2017-08-09,Wildfire,48.266,-118.556,'2017-08-09',1,31.1,14.3,23.8,29.1,11.9,21.7,'2017-08-09T05:39','2017-08-09T20:19',26.58,0.0,0.0,0.0,0.0,9.4,29.9,319,5.86
13505,WA4825011939020110829,SALMON,2014.0,2011-08-29,Wildfire,48.442,-119.648,'2011-08-29',1,31.3,14.1,23.1,29.3,12.1,21.0,'2011-08-29T06:10','2011-08-29T19:48',23.21,0.0,0.0,0.0,0.0,12.6,37.1,259,5.66
13506,WA4825311961220010813,VIRGINIA L,35780.0,2001-08-13,Wildfire,48.253,-119.612,'2001-08-13',3,34.4,19.4,27.0,33.9,19.1,25.6,'2001-08-13T05:49','2001-08-13T20:17',23.76,0.0,0.0,0.0,0.0,18.4,43.6,330,6.48
13507,WA4825411943619980727,COLD SPRIN,1309.0,1998-07-27,Wildfire,48.254,-119.436,'1998-07-27',53,33.8,19.0,27.4,35.1,19.6,27.4,'1998-07-27T05:25','1998-07-27T20:42',22.53,0.9,0.9,0.0,2.0,9.3,33.5,343,5.54
13508,WA4825912008920170715,CANYON CREEK,1232.0,2017-07-15,Wildfire,48.271,-120.072,'2017-07-15',0,31.9,14.4,23.5,31.1,14.0,21.9,'2017-07-15T05:14','2017-07-15T20:58',30.14,0.0,0.0,0.0,0.0,22.5,52.2,246,7.21
13509,WA4826011967319871003,MONSE,7656.0,1987-10-03,Wildfire,48.26,-119.673,'1987-10-03',2,21.1,9.4,14.9,18.6,7.3,12.7,'1987-10-03T06:59','1987-10-03T18:35',14.7,0.0,0.0,0.0,0.0,11.5,32.8,263,2.9
13510,WA4827511828120120411,METEOR,1087.0,2012-04-11,Wildfire,48.295,-118.274,'2012-04-11',3,18.9,5.4,12.1,17.6,2.3,9.9,'2012-04-11T06:07','2012-04-11T19:40',19.25,0.0,0.0,0.0,0.0,12.8,32.0,156,3.39
13511,WA4827712004919850828,MINNIE,3584.0,1985-08-28,Wildfire,48.277,-120.049,'1985-08-28',2,25.4,10.9,19.0,23.4,8.9,16.7,'1985-08-28T06:11','1985-08-28T19:50',23.01,0.0,0.0,0.0,0.0,9.8,31.0,220,4.82
13512,WA4828511866419880825,30 MILE2,2246.0,1988-08-25,Wildfire,48.285,-118.664,'1988-08-25',51,27.2,16.7,22.2,23.3,13.8,19.0,'1988-08-25T06:02','1988-08-25T19:50',23.74,0.8,0.8,0.0,3.0,21.9,66.2,204,6.14
13513,WA4828511975719990925,MALOTT,2816.0,1999-09-25,Wildfire,48.285,-119.757,'1999-09-25',51,14.1,6.0,10.4,8.9,2.7,6.6,'1999-09-25T06:48','1999-09-25T18:52',17.94,0.1,0.1,0.0,1.0,23.2,63.0,265,3.05
13514,WA4829512061020060726,FLICK CREEK,7057.0,2006-07-26,Wildfire,48.295,-120.61,'2006-07-26',0,26.6,10.9,18.9,27.2,9.6,18.2,'2006-07-26T05:28','2006-07-26T20:49',28.4,0.0,0.0,0.0,0.0,11.8,41.4,286,5.52
13515,WA4830911934320010814,ST MARYS,34914.0,2001-08-14,Wildfire,48.309,-119.343,'2001-08-14',0,31.2,14.4,23.6,29.4,12.8,21.6,'2001-08-14T05:49','2001-08-14T20:14',24.77,0.0,0.0,0.0,0.0,9.3,32.4,350,5.84
13516,WA4832011953819860821,CAMERON CK,3714.0,1986-08-21,Wildfire,48.32,-119.538,'1986-08-21',1,29.1,11.5,21.4,28.1,8.3,18.6,'1986-08-21T05:59','1986-08-21T20:02',23.99,0.0,0.0,0.0,0.0,9.2,23.8,342,5.4
13517,WA4833111962320130715,B and O,1713.0,2013-07-15,Wildfire,48.32,-119.648,'2013-07-15',0,28.8,13.9,21.9,26.6,11.1,19.0,'2013-07-15T05:12','2013-07-15T20:56',30.82,0.0,0.0,0.0,0.0,21.0,42.8,354,7.67
13518,WA4833611958119920816,JACKASS BU,1331.0,1992-08-16,Wildfire,48.336,-119.581,'1992-08-16',0,33.7,15.2,25.6,33.1,14.4,24.4,'1992-08-16T05:53','1992-08-16T20:11',25.46,0.0,0.0,0.0,0.0,11.5,27.4,333,5.72
13519,WA4833811900220150813,NORTH STAR,218547.0,2015-08-13,Wildfire,48.415,-118.94,'2015-08-13',1,33.0,17.5,26.4,31.0,15.9,24.4,'2015-08-13T05:45','2015-08-13T20:15',25.43,0.0,0.0,0.0,0.0,13.0,45.4,219,6.02
13520,WA4834411973320090821,ODEN ROAD,9131.0,2009-08-21,Wildfire,48.344,-119.733,'2009-08-21',0,29.8,14.7,22.8,28.5,14.0,21.2,'2009-08-21T06:00','2009-08-21T20:03',24.83,0.0,0.0,0.0,0.0,16.6,43.6,265,5.9
13521,WA4834611957520080701,JACKASS BUTTE,1737.0,2008-07-01,Wildfire,48.346,-119.575,'2008-07-01',2,34.4,19.6,28.6,35.6,20.4,28.5,'2008-07-01T04:59','2008-07-01T21:04',26.95,0.0,0.0,0.0,0.0,14.0,35.6,10,6.61
13522,WA4835111928719880721,OMAK CREEK,1576.0,1988-07-21,Wildfire,48.351,-119.287,'1988-07-21',0,33.3,16.1,26.1,31.4,14.1,23.7,'1988-07-21T05:17','1988-07-21T20:49',29.45,0.0,0.0,0.0,0.0,14.0,42.5,273,7.46
13523,WA4835212060019940725,BUTTE CK2,6489.0,1994-07-25,Wildfire,48.352,-120.6,'1994-07-25',3,24.7,12.7,18.3,25.2,12.0,17.6,'1994-07-25T05:27','1994-07-25T20:50',27.76,0.0,0.0,0.0,0.0,8.8,45.0,276,5.25
13524,WA4835311951820060822,CAMERON LAKE ROAD,1596.0,2006-08-22,Wildfire,48.353,-119.518,'2006-08-22',2,28.4,19.1,23.9,27.2,16.4,22.2,'2006-08-22T06:00','2006-08-22T20:01',22.4,0.0,0.0,0.0,0.0,12.5,32.8,246,5.31
13525,WA4835611937820080710,HWY 155 MM 73,1447.0,2008-07-10,Wildfire,48.356,-119.378,'2008-07-10',0,23.9,13.6,18.8,21.1,10.4,15.6,'2008-07-10T05:06','2008-07-10T20:59',31.15,0.0,0.0,0.0,0.0,25.3,67.3,290,6.7
13526,WA4835612062720140714,LONE MOUNTAIN 1,2578.0,2014-07-14,Wildfire,48.361,-120.606,'2014-07-14',53,26.1,14.7,20.3,26.4,14.7,20.1,'2014-07-14T05:14','2014-07-14T21:01',22.8,1.7,1.7,0.0,4.0,9.1,39.6,312,4.56
13527,WA4837011945020121002,ST MARYS MISSION ROAD,21454.0,2012-10-02,Wildfire,48.318,-119.392,'2012-10-02',2,16.1,6.4,10.7,12.6,1.7,6.9,'2012-10-02T06:57','2012-10-02T18:35',13.84,0.0,0.0,0.0,0.0,25.6,68.4,351,2.87
13528,WA4838112024520150819,TWISP RIVER,11263.0,2015-08-19,Wildfire,48.397,-120.221,'2015-08-19',0,32.5,14.1,23.2,31.8,13.4,21.9,'2015-08-19T05:58','2015-08-19T20:10',25.42,0.0,0.0,0.0,0.0,12.3,38.9,262,5.8
13529,WA4838311788820150814,MARBLE VALLEY,3431.0,2015-08-14,Wildfire,48.404,-117.892,'2015-08-14',2,32.6,19.9,27.3,30.6,17.7,25.0,'2015-08-14T05:42','2015-08-14T20:09',22.39,0.0,0.0,0.0,0.0,22.5,61.6,191,6.75
13530,WA4840611873020150701,TWENTY-ONE MILE GRADE,2505.0,2015-07-01,Wildfire,48.412,-118.701,'2015-07-01',0,31.0,17.9,24.6,30.6,15.4,22.8,'2015-07-01T04:55','2015-07-01T21:01',30.88,0.0,0.0,0.0,0.0,13.2,40.3,336,7.51
13531,WA4841311937219960824,TIMBERLINE COMPLEX,17009.0,1996-08-24,Wildfire,48.413,-119.372,'1996-08-24',0,30.4,11.4,22.2,28.9,9.2,20.2,'1996-08-24T06:03','1996-08-24T19:55',24.99,0.0,0.0,0.0,0.0,8.0,27.4,278,4.99
13532,WA4841512096920010813,REX CREEK COMPLEX (GLORY MOUNTAIN),1331.0,2001-08-13,Wildfire,48.415,-120.969,'2001-08-13',2,30.8,18.3,24.3,31.4,20.2,25.4,'2001-08-13T05:54','2001-08-13T20:23',25.83,0.0,0.0,0.0,0.0,7.8,34.9,258,5.33
13533,WA4842411713920150812,TOWER,24779.0,2015-08-12,Wildfire,48.482,-117.137,'2015-08-12',1,32.1,15.1,24.4,30.2,13.1,22.3,'2015-08-12T05:36','2015-08-12T20:10',23.18,0.0,0.0,0.0,0.0,7.9,35.3,294,5.32
13534,WA4842512040320140802,LITTLE BRIDGE CREEK,5684.0,2014-08-02,Wildfire,48.433,-120.378,'2014-08-02',53,28.5,14.0,20.8,28.1,12.8,20.0,'2014-08-02T05:36','2014-08-02T20:38',22.69,0.9,0.9,0.0,2.0,7.9,42.8,278,4.56
13535,WA4843511857519880825,S.17MILE1,8089.0,1988-08-25,Wildfire,48.435,-118.575,'1988-08-25',53,24.7,14.1,20.1,20.9,11.3,16.7,'1988-08-25T06:01','1988-08-25T19:50',23.4,1.7,1.7,0.0,4.0,20.9,59.8,204,5.72
13536,WA4844512111120030815,MINERAL PARK,3010.0,2003-08-15,Wildfire,48.445,-121.111,'2003-08-15',3,26.1,11.2,17.7,26.5,9.6,17.0,'2003-08-15T05:56','2003-08-15T20:20',24.92,0.0,0.0,0.0,0.0,10.0,42.8,244,4.7
13537,WA4844911961520080731,GREEN LAKE,2597.0,2008-07-31,Wildfire,48.449,-119.615,'2008-07-31',2,24.3,8.9,17.6,19.9,6.4,14.5,'2008-07-31T05:31','2008-07-31T20:38',26.16,0.0,0.0,0.0,0.0,16.0,43.6,192,5.53
13538,WA4845112057920180729,CRESCENT MOUNTAIN,53258.0,2018-07-29,Wildfire,48.384,-120.446,'2018-07-29',0,33.4,15.9,25.8,32.9,14.8,24.6,'2018-07-29T05:31','2018-07-29T20:44',28.29,0.0,0.0,0.0,0.0,8.5,29.9,199,6.3
13539,WA4845711860619850830,AIRPORT,1333.0,1985-08-30,Wildfire,48.457,-118.606,'1985-08-30',51,17.1,10.4,14.2,13.4,7.5,10.7,'1985-08-30T06:08','1985-08-30T19:41',21.59,0.8,0.8,0.0,5.0,17.9,51.1,226,4.25
13540,WA4846311944220050704,SECOND HUD,4474.0,2005-07-04,Wildfire,48.463,-119.442,'2005-07-04',1,26.2,13.3,20.8,24.9,11.6,19.6,'2005-07-04T05:00','2005-07-04T21:03',28.6,0.0,0.0,0.0,0.0,8.7,27.4,226,5.8
13541,WA4848511847820010813,SLEEPY COMPLEX (SLEEPY),1363.0,2001-08-13,Wildfire,48.485,-118.478,'2001-08-13',53,29.5,14.7,22.1,28.2,13.3,20.5,'2001-08-13T05:44','2001-08-13T20:13',23.86,1.2,1.2,0.0,3.0,10.1,36.0,316,5.19
13542,WA4848612046919850721,HUBBARD CR,6798.0,1985-07-21,Wildfire,48.486,-120.469,'1985-07-21',0,26.2,10.0,18.6,24.9,8.2,16.9,'1985-07-21T05:21','1985-07-21T20:54',30.06,0.0,0.0,0.0,0.0,10.5,46.8,289,5.99
13543,WA4849511909420010813,VIRGINIA LAKE COMPLEX (BAILEY MOUNTAIN),3220.0,2001-08-13,Wildfire,48.495,-119.094,'2001-08-13',53,27.9,13.3,20.7,26.7,11.1,18.6,'2001-08-13T05:46','2001-08-13T20:15',23.86,1.2,1.2,0.0,3.0,10.1,36.0,316,5.06
13544,WA4850612144319980829,UNNAMED,1174.0,1998-08-29,Wildfire,48.506,-121.443,'1998-08-29',0,27.2,14.6,20.9,27.7,14.3,21.1,'1998-08-29T06:17','1998-08-29T19:55',23.08,0.0,0.0,0.0,0.0,9.4,34.9,265,4.4
13545,WA4852611946320150814,TUNK BLOCK,180111.0,2015-08-14,Wildfire,48.478,-119.339,'2015-08-14',51,28.1,13.4,21.4,25.2,11.0,18.3,'2015-08-14T05:48','2015-08-14T20:15',20.73,0.4,0.4,0.0,2.0,21.2,64.4,211,5.4
13546,WA4852612058020060822,CEDAR CREEK,1218.0,2006-08-22,Wildfire,48.526,-120.58,'2006-08-22',61,18.9,8.1,13.0,17.3,6.3,10.8,'2006-08-22T06:04','2006-08-22T20:05',22.47,1.4,1.4,0.0,1.0,13.0,45.4,287,3.89
13547,WA4853211998720060724,TRIPOD COMPLEX (TRIPOD),59712.0,2006-07-24,Wildfire,48.532,-119.987,'2006-07-24',1,26.3,12.0,19.7,24.1,10.0,17.4,'2006-07-24T05:22','2006-07-24T20:49',24.69,0.0,0.0,0.0,0.0,10.9,39.2,305,5.53
13548,WA4855511850019880825,WHITE MOUNTAIN,21855.0,1988-08-25,Wildfire,48.555,-118.5,'1988-08-25',53,21.4,10.2,16.0,17.1,7.2,12.4,'1988-08-25T06:01','1988-08-25T19:50',23.4,1.7,1.7,0.0,4.0,20.9,59.8,204,5.12
13549,WA4857111968120150814,LIMEBELT,137098.0,2015-08-14,Wildfire,48.507,-119.694,'2015-08-14',53,31.0,15.4,23.7,28.9,14.8,21.1,'2015-08-14T05:49','2015-08-14T20:17',22.67,2.2,2.2,0.0,6.0,21.1,53.6,255,6.41
13550,WA4859811942619940804,TUNK,5182.0,1994-08-04,Wildfire,48.598,-119.426,'1994-08-04',53,30.1,14.1,23.3,29.7,14.2,23.3,'1994-08-04T05:34','1994-08-04T20:32',24.83,0.6,0.6,0.0,2.0,12.0,42.8,149,5.38
13551,WA4860211814020180811,BOYDS,5196.0,2018-08-11,Wildfire,48.632,-118.154,'2018-08-11',51,28.6,16.7,23.0,26.4,14.1,21.1,'2018-08-11T05:39','2018-08-11T20:16',21.79,1.8,1.8,0.0,9.0,19.7,66.2,209,5.61
13552,WA4861211943120070714,TUNK GRADE,15007.0,2007-07-14,Wildfire,48.612,-119.431,'2007-07-14',1,34.9,21.2,29.0,34.0,20.5,28.1,'2007-07-14T05:08','2007-07-14T20:58',25.94,0.0,0.0,0.0,0.0,14.5,40.3,226,6.8
13553,WA4863111923819940724,BANNON,1671.0,1994-07-24,Wildfire,48.631,-119.238,'1994-07-24',2,34.2,21.8,28.4,34.3,21.0,27.5,'1994-07-24T05:19','1994-07-24T20:47',25.45,0.0,0.0,0.0,0.0,8.0,28.8,236,5.78
13554,WA4863311833720150814,GRAVES MOUNTAIN,8559.0,2015-08-14,Wildfire,48.63,-118.336,'2015-08-14',61,26.0,13.9,20.1,22.6,10.6,16.8,'2015-08-14T05:43','2015-08-14T20:12',21.06,2.0,2.0,0.0,1.0,19.8,64.8,192,5.32
13555,WA4863511906420050806,BURNT BREAD,1468.0,2005-08-06,Wildfire,48.635,-119.064,'2005-08-06',0,29.5,16.3,23.3,27.8,14.0,21.1,'2005-08-06T05:36','2005-08-06T20:27',27.59,0.0,0.0,0.0,0.0,11.4,32.8,249,6.13
13556,WA4864912062420030805,NEEDLES,19134.0,2003-08-05,Wildfire,48.649,-120.624,'2003-08-05',53,23.9,11.6,17.7,22.9,9.9,16.4,'2003-08-05T05:40','2003-08-05T20:36',25.25,0.5,0.5,0.0,1.0,9.2,34.9,210,4.79
13557,WA4865811989020030907,ISABEL,5753.0,2003-09-07,Wildfire,48.658,-119.89,'2003-09-07',53,16.4,7.6,12.1,13.8,5.1,9.2,'2003-09-07T06:23','2003-09-07T19:31',15.37,2.2,2.2,0.0,7.0,10.2,34.6,273,2.83
13558,WA4866912038619940804,METHOW COMPLEX (WHITEFACE),3987.0,1994-08-04,Wildfire,48.669,-120.386,'1994-08-04',61,24.1,12.2,16.9,22.9,12.0,16.1,'1994-08-04T05:38','1994-08-04T20:36',24.08,2.8,2.8,0.0,3.0,12.3,50.8,196,4.56
13559,WA4868512125620150811,GOODELL,6624.0,2015-08-11,Wildfire,48.683,-121.227,'2015-08-11',1,29.7,13.1,22.6,29.0,12.9,22.6,'2015-08-11T05:51','2015-08-11T20:29',23.11,0.0,0.0,0.0,0.0,6.6,24.8,340,4.67
13560,WA4869311918120080628,CAYUSE,1821.0,2008-06-28,Wildfire,48.693,-119.181,'2008-06-28',0,29.3,9.3,21.5,29.3,7.6,20.4,'2008-06-28T04:54','2008-06-28T21:05',31.1,0.0,0.0,0.0,0.0,7.7,24.1,162,6.22
13561,WA4870412050919860802,EUREKA,3476.0,1986-08-02,Wildfire,48.704,-120.509,'1986-08-02',53,27.3,13.5,19.7,27.9,12.2,19.1,'1986-08-02T05:36','1986-08-02T20:40',25.06,1.4,1.4,0.0,3.0,7.3,28.8,295,4.96
13562,WA4870812037220180811,MCLEOD,24738.0,2018-08-11,Wildfire,48.703,-120.355,'2018-08-11',61,18.2,6.6,12.5,15.6,4.3,10.6,'2018-08-11T05:47','2018-08-11T20:25',20.98,8.1,8.1,0.0,14.0,14.1,58.3,248,3.44
13563,WA4870911955619950904,UNNAMED,1265.0,1995-09-04,Wildfire,48.709,-119.556,'1995-09-04',51,29.5,16.1,23.3,28.4,14.4,21.7,'1995-09-04T06:18','1995-09-04T19:36',20.81,0.1,0.1,0.0,1.0,13.7,40.0,168,5.27
13564,WA4871611929919850828,BARKER MT,32839.0,1985-08-28,Wildfire,48.716,-119.299,'1985-08-28',2,25.0,12.6,19.5,22.4,11.0,17.1,'1985-08-28T06:07','1985-08-28T19:48',21.28,0.0,0.0,0.0,0.0,13.0,35.6,177,4.65
13565,WA4872611850019940731,COPPER BUTTE,7793.0,1994-07-31,Wildfire,48.726,-118.5,'1994-07-31',0,26.3,11.0,19.5,23.9,9.1,17.0,'1994-07-31T05:25','1994-07-31T20:35',28.57,0.0,0.0,0.0,0.0,10.8,35.3,214,5.85
13566,WA4873111950620000722,UNNAMED,5698.0,2000-07-22,Wildfire,48.731,-119.506,'2000-07-22',51,31.1,16.3,24.1,30.7,14.9,22.8,'2000-07-22T05:18','2000-07-22T20:50',22.96,0.2,0.2,0.0,2.0,15.0,56.9,295,5.85
13567,WA4875611846220150811,STICKPIN,54119.0,2015-08-11,Wildfire,48.842,-118.409,'2015-08-11',2,27.5,11.9,20.6,25.5,9.8,18.2,'2015-08-11T05:39','2015-08-11T20:18',23.59,0.0,0.0,0.0,0.0,7.7,28.4,247,4.85
13568,WA4876712026320140805,UPPER FALLS,8846.0,2014-08-05,Wildfire,48.753,-120.252,'2014-08-05',0,25.6,10.3,18.1,24.1,9.2,16.4,'2014-08-05T05:38','2014-08-05T20:34',28.14,0.0,0.0,0.0,0.0,12.4,45.4,281,5.55
13569,WA4877911820520150814,RENNER,13975.0,2015-08-14,Wildfire,48.758,-118.193,'2015-08-14',53,32.1,18.7,25.2,29.1,16.9,22.9,'2015-08-14T05:42','2015-08-14T20:11',21.73,1.8,1.8,0.0,2.0,16.2,59.8,184,5.91
13570,WA4878011947319940725,UNNAMED,1959.0,1994-07-25,Wildfire,48.78,-119.473,'1994-07-25',3,34.4,24.4,29.7,34.1,25.7,29.9,'1994-07-25T05:21','1994-07-25T20:47',27.27,0.0,0.0,0.0,0.0,14.8,43.9,189,7.18
13571,WA4878711937120020724,PICKENS,2464.0,2002-07-24,Wildfire,48.787,-119.371,'2002-07-24',0,31.3,16.9,25.0,30.6,16.3,24.0,'2002-07-24T05:19','2002-07-24T20:48',28.18,0.0,0.0,0.0,0.0,10.1,30.2,248,6.45
13572,WA4879411848120010813,MT. LEONA COMPLEX,5834.0,2001-08-13,Wildfire,48.794,-118.481,'2001-08-13',53,29.9,15.0,21.9,29.8,14.5,21.5,'2001-08-13T05:43','2001-08-13T20:14',23.54,1.8,1.8,0.0,7.0,8.3,28.8,324,4.9
13573,WA4879711997919940724,THUNDER,10720.0,1994-07-24,Wildfire,48.797,-119.979,'1994-07-24',51,28.9,13.7,22.0,29.0,13.5,21.4,'1994-07-24T05:21','1994-07-24T20:50',26.5,0.4,0.4,0.0,2.0,6.1,28.4,254,5.28
13574,WA4879911726120170715,NOISY CREEK,5452.0,2017-07-15,Wildfire,48.811,-117.239,'2017-07-15',61,27.3,15.7,21.9,26.5,13.8,20.0,'2017-07-15T05:00','2017-07-15T20:49',26.84,2.9,2.9,0.0,4.0,12.6,50.8,188,5.85
13575,WA4881712003020010709,THIRTY MILE,9120.0,2001-07-09,Wildfire,48.817,-120.03,'2001-07-09',2,26.0,10.1,18.8,25.2,8.4,17.7,'2001-07-09T05:05','2001-07-09T21:05',29.64,0.0,0.0,0.0,0.0,11.2,39.2,236,5.72
13576,WA4881811849219880829,SHERMAN,1954.0,1988-08-29,Wildfire,48.818,-118.492,'1988-08-29',1,25.6,12.2,18.6,21.7,9.6,15.1,'1988-08-29T06:06','1988-08-29T19:42',22.77,0.0,0.0,0.0,0.0,20.7,60.8,220,5.69
13577,WA4882011967319850828,GOLD HILL,1524.0,1985-08-28,Wildfire,48.82,-119.673,'1985-08-28',2,25.4,12.0,19.8,23.0,10.2,17.4,'1985-08-28T06:09','1985-08-28T19:50',21.28,0.0,0.0,0.0,0.0,13.0,35.6,177,4.74
13578,WA4883712016920030630,FAWN PEAK COMPLEX (FAREWELL),77444.0,2003-06-30,Wildfire,48.837,-120.169,'2003-06-30',3,11.4,5.2,8.6,8.7,2.6,5.5,'2003-06-30T04:58','2003-06-30T21:09',28.09,0.0,0.0,0.0,0.0,16.5,56.9,238,3.85
13579,WA4884111998320060703,TRIPOD COMPLEX (SPUR PEAK),115123.0,2006-07-03,Wildfire,48.841,-119.983,'2006-07-03',1,26.4,11.3,20.3,25.0,8.9,18.8,'2006-07-03T05:00','2006-07-03T21:08',27.24,0.0,0.0,0.0,0.0,9.4,31.0,260,5.48
13580,WA4884211935820000722,ROCKY HULL,9927.0,2000-07-22,Wildfire,48.845,-119.359,'2000-07-22',51,32.0,16.9,24.4,31.6,15.2,22.9,'2000-07-22T05:17','2000-07-22T20:50',22.96,0.2,0.2,0.0,2.0,15.0,56.9,295,5.97
13581,WA4885512041420170723,DIAMOND CREEK,117527.0,2017-07-23,Wildfire,48.943,-120.337,'2017-07-23',1,20.4,7.7,13.9,18.4,6.2,11.7,'2017-07-23T05:21','2017-07-23T20:53',28.32,0.0,0.0,0.0,0.0,16.2,56.2,268,5.16
13582,WA4888211767920030810,BLACK CANYON,2403.0,2003-08-10,Wildfire,48.882,-117.679,'2003-08-10',51,28.7,15.2,22.3,26.9,14.0,20.5,'2003-08-10T05:34','2003-08-10T20:17',24.64,0.3,0.3,0.0,2.0,14.5,57.6,201,5.45
13583,WA4889812049420020817,QUARTZ MT. COMPLEX (MIDDLE MOUNTAIN),8173.0,2002-08-17,Wildfire,48.898,-120.494,'2002-08-17',61,16.7,4.6,10.0,13.5,1.4,7.1,'2002-08-17T05:56','2002-08-17T20:15',21.64,2.7,2.7,0.0,5.0,15.2,54.7,257,3.38
13584,WA4891212085119960728,ELBOW BASIN,3650.0,1996-07-28,Wildfire,48.912,-120.851,'1996-07-28',3,26.5,11.1,19.3,25.6,9.5,18.2,'1996-07-28T05:30','1996-07-28T20:48',25.0,0.0,0.0,0.0,0.0,8.9,34.9,223,5.06
13585,WA4891911769919880906,UNNAMED,1909.0,1988-09-06,Wildfire,48.919,-117.699,'1988-09-06',1,26.4,14.9,20.3,23.8,12.7,18.1,'1988-09-06T06:14','1988-09-06T19:23',20.57,0.0,0.0,0.0,0.0,16.8,64.1,227,4.9
13586,WA4892012027620060905,VAN PEAK,1425.0,2006-09-05,Wildfire,48.92,-120.276,'2006-09-05',51,23.8,11.4,16.7,22.6,9.4,15.0,'2006-09-05T06:22','2006-09-05T19:36',20.48,1.1,1.1,0.0,3.0,7.4,25.2,286,3.73
13587,WA4893811930920150813,9 MILE,5052.0,2015-08-13,Wildfire,48.971,-119.296,'2015-08-13',1,32.2,16.6,25.2,30.4,15.4,23.6,'2015-08-13T05:45','2015-08-13T20:18',24.8,0.0,0.0,0.0,0.0,11.7,43.9,239,5.64
13588,WA4896311932420030630,UNNAMED,1697.0,2003-06-30,Wildfire,48.963,-119.324,'2003-06-30',2,21.2,12.7,17.7,18.7,10.7,14.7,'2003-06-30T04:54','2003-06-30T21:06',30.01,0.0,0.0,0.0,0.0,15.4,50.4,205,6.07
13589,WA4896411838920030815,TOGO MOUNTAIN,5495.0,2003-08-15,Wildfire,48.964,-118.389,'2003-08-15',2,31.8,12.2,22.2,29.2,10.0,19.7,'2003-08-15T05:44','2003-08-15T20:11',25.21,0.0,0.0,0.0,0.0,11.6,36.0,128,5.78
13590,WA4896412045520020817,QUARTZ MT. COMPLEX (QUARTZ MOUNTAIN),4716.0,2002-08-17,Wildfire,48.964,-120.455,'2002-08-17',61,15.6,5.8,9.8,12.2,2.3,6.5,'2002-08-17T05:55','2002-08-17T20:15',21.31,3.0,3.0,0.0,5.0,17.4,58.3,265,3.41
13591,WA4896911967320070707,LITTLE CHOPAKA,4406.0,2007-07-07,Wildfire,48.969,-119.673,'2007-07-07',1,28.1,14.3,21.7,27.3,12.2,19.8,'2007-07-07T05:01','2007-07-07T21:05',30.12,0.0,0.0,0.0,0.0,10.0,38.5,341,6.53
13592,WA4897211956619940803,UNNAMED,3324.0,1994-08-03,Wildfire,48.972,-119.566,'1994-08-03',53,32.8,22.1,26.6,32.2,21.8,26.1,'1994-08-03T05:32','1994-08-03T20:36',18.75,1.3,1.3,0.0,3.0,12.3,51.5,78,4.43
13593,WA4897712095720040624,FREEZEOUT,1155.0,2004-06-24,Wildfire,48.977,-120.958,'2004-06-24',55,25.2,11.4,17.8,26.0,11.3,18.1,'2004-06-24T04:58','2004-06-24T21:13',26.25,2.4,2.4,0.0,3.0,7.0,28.4,286,4.87
13594,WA4897812059620060822,TATOOSH COMPLEX,48862.0,2006-08-22,Wildfire,48.978,-120.596,'2006-08-22',3,20.4,9.3,14.4,18.6,7.8,12.6,'2006-08-22T06:03','2006-08-22T20:06',22.98,0.0,0.0,0.0,0.0,13.4,46.4,268,4.02
13595,WA4898011805120180811,HORNS MOUNTAIN,6890.0,2018-08-11,Wildfire,48.981,-118.052,'2018-08-11',55,26.9,15.7,21.8,24.1,12.9,19.4,'2018-08-11T05:37','2018-08-11T20:16',21.89,2.7,2.7,0.0,4.0,17.1,66.6,186,5.24
